0 0 0 0 0 0 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
0 1 1 0 0 0 
1 1 1 0 0 0 
2 1 1 0 0 0 
3 1 1 0 0 0 
4 1 1 0 0 0 
5 1 1 0 0 0 
6 1 1 0 0 0 
7 1 1 0 0 0 
0 2 2 0 0 0 
1 2 2 0 0 0 
2 2 2 0 0 0 
3 2 2 0 0 0 
4 2 2 0 0 0 
5 2 2 0 0 0 
6 2 2 0 0 0 
7 2 2 0 0 0 
0 3 3 0 0 0 
1 3 3 0 0 0 
2 3 3 0 0 0 
3 3 3 0 0 0 
4 3 3 0 0 0 
5 3 3 0 0 0 
6 3 3 0 0 0 
7 3 3 0 0 0 
0 4 4 0 0 0 
1 4 4 0 0 0 
2 4 4 0 0 0 
3 4 4 0 0 0 
4 4 4 0 0 0 
5 4 4 0 0 0 
6 4 4 0 0 0 
7 4 4 0 0 0 
0 5 5 0 0 0 
1 5 5 0 0 0 
2 5 5 0 0 0 
3 5 5 0 0 0 
4 5 5 0 0 0 
5 5 5 0 0 0 
6 5 5 0 0 0 
7 5 5 0 0 0 
0 6 6 0 0 0 
1 6 6 0 0 0 
2 6 6 0 0 0 
3 6 6 0 0 0 
4 6 6 0 0 0 
5 6 6 0 0 0 
6 6 6 0 0 0 
7 6 6 0 0 0 
0 7 7 0 0 0 
1 7 7 0 0 0 
2 7 7 0 0 0 
3 7 7 0 0 0 
4 7 7 0 0 0 
5 7 7 0 0 0 
6 7 7 0 0 0 
7 7 7 0 0 0 
0 0 0 0 0 0 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
0 1 1 0 0 0 
1 1 1 0 0 0 
2 1 1 0 0 0 
3 1 1 0 0 0 
4 1 1 0 0 0 
5 1 1 0 0 0 
6 1 1 0 0 0 
7 1 1 0 0 0 
0 2 2 0 0 0 
1 2 2 0 0 0 
2 2 2 0 0 0 
3 2 2 0 0 0 
4 2 2 0 0 0 
5 2 2 0 0 0 
6 2 2 0 0 0 
7 2 2 0 0 0 
0 3 3 0.117367 -0.00016766 -4.84081e-05 
1 3 3 0.119477 -6.15838e-05 -0.000118532 
2 3 3 0.121426 1.80864e-05 -0.000102255 
3 3 3 0.12225 6.61052e-05 -3.90167e-05 
4 3 3 0.122504 0.000366065 -9.96615e-05 
5 3 3 0.121254 -0.000590404 0.000214597 
6 3 3 0.121058 -3.0234e-05 2.03039e-05 
7 3 3 0.119877 0.000118186 0.000712732 
0 4 4 0.141739 -0.000268781 -0.000183201 
1 4 4 0.144352 -0.000129697 -0.000199121 
2 4 4 0.146716 -2.08753e-06 -0.000122294 
3 4 4 0.147774 7.15923e-05 -1.69685e-05 
4 4 4 0.147879 6.15296e-05 2.88108e-05 
5 4 4 0.146924 -0.000349959 -1.018e-05 
6 4 4 0.146259 -9.3405e-05 4.81906e-07 
7 4 4 0.144832 -0.000374914 0.000934663 
0 5 5 0 0 0 
1 5 5 0 0 0 
2 5 5 0 0 0 
3 5 5 0 0 0 
4 5 5 0 0 0 
5 5 5 0 0 0 
6 5 5 0 0 0 
7 5 5 0 0 0 
0 6 6 0 0 0 
1 6 6 0 0 0 
2 6 6 0 0 0 
3 6 6 0 0 0 
4 6 6 0 0 0 
5 6 6 0 0 0 
6 6 6 0 0 0 
7 6 6 0 0 0 
0 7 7 0 0 0 
1 7 7 0 0 0 
2 7 7 0 0 0 
3 7 7 0 0 0 
4 7 7 0 0 0 
5 7 7 0 0 0 
6 7 7 0 0 0 
7 7 7 0 0 0 
0 0 0 0 0 0 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
0 1 1 0 0 0 
1 1 1 0 0 0 
2 1 1 0 0 0 
3 1 1 0 0 0 
4 1 1 0 0 0 
5 1 1 0 0 0 
6 1 1 0 0 0 
7 1 1 0 0 0 
0 2 2 0.52234 -0.00154544 -0.000192604 
1 2 2 0.531162 -0.00130167 -0.00076214 
2 2 2 0.538068 -0.000620954 -0.000591276 
3 2 2 0.540098 -0.000149786 0.000119358 
4 2 2 0.53915 -0.000383966 0.00103272 
5 2 2 0.535875 0.000919352 -0.000327623 
6 2 2 0.533726 -0.000141453 0.00042732 
7 2 2 0.533172 -0.0009716 -0.000509295 
0 3 3 1.15104 -0.00335404 -0.00519056 
1 3 3 1.1634 -0.00308892 -0.00595651 
2 3 3 1.17389 -0.00106822 -0.00349085 
3 3 3 1.17679 0.000831895 -1.13407e-05 
4 3 3 1.17215 0.00239483 0.0038168 
5 3 3 1.16817 -0.000796343 -2.74455e-05 
6 3 3 1.16719 -0.000562931 0.0006975 
7 3 3 1.16734 -0.00137967 -0.00139372 
0 4 4 1.20421 0.000730777 -0.00729515 
1 4 4 1.21732 0.00127641 -0.0075224 
2 4 4 1.2283 0.00136037 -0.0038969 
3 4 4 1.2323 0.00103973 0.000180689 
4 4 4 1.23113 0.000493007 0.00193004 
5 4 4 1.228 -0.000976294 0.00140571 
6 4 4 1.2252 -0.00104733 0.000361011 
7 4 4 1.22564 -0.000208293 -0.00216891 
0 5 5 0.576381 0.000723464 -0.00191682 
1 5 5 0.586624 0.00114375 -0.00164935 
2 5 5 0.594519 0.000852591 -0.000746026 
3 5 5 0.597345 0.00023783 4.00876e-05 
4 5 5 0.596419 -0.000269223 0.00024315 
5 5 5 0.594208 -0.000552036 1.59353e-05 
6 5 5 0.592497 -0.000469239 -0.00019284 
7 5 5 0.592267 0.000790486 -0.00134633 
0 6 6 0 0 0 
1 6 6 0 0 0 
2 6 6 0 0 0 
3 6 6 0 0 0 
4 6 6 0 0 0 
5 6 6 0 0 0 
6 6 6 0 0 0 
7 6 6 0 0 0 
0 7 7 0 0 0 
1 7 7 0 0 0 
2 7 7 0 0 0 
3 7 7 0 0 0 
4 7 7 0 0 0 
5 7 7 0 0 0 
6 7 7 0 0 0 
7 7 7 0 0 0 
0 0 0 0 0 0 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
0 1 1 0.0357681 -1.49578e-05 1.06195e-05 
1 1 1 0.0363557 -4.05226e-05 1.14016e-05 
2 1 1 0.0370206 -3.83399e-05 9.648e-06 
3 1 1 0.0373884 -1.74351e-05 9.04525e-06 
4 1 1 0.0373975 3.98646e-06 1.34578e-06 
5 1 1 0.037204 1.4759e-05 -9.65359e-06 
6 1 1 0.0369969 1.08555e-05 -3.20467e-06 
7 1 1 0.0364942 0.000274491 -6.3789e-05 
0 2 2 1.10719 -0.00480965 -0.000997203 
1 2 2 1.11912 -0.00569862 -0.00148944 
2 2 2 1.12908 -0.00304126 -0.00103001 
3 2 2 1.13158 0.000295345 2.13979e-05 
4 2 2 1.12836 0.00190445 0.000740539 
5 2 2 1.12344 0.00201997 0.000506511 
6 2 2 1.11962 0.00109396 0.000461121 
7 2 2 1.11937 -0.00162455 -0.000217968 
0 3 3 2.33253 -0.00378522 -0.00781745 
1 3 3 2.30261 -0.0091946 -0.0102454 
2 3 3 2.27852 -0.00677613 -0.00716123 
3 3 3 2.27034 0.000609148 -0.00103277 
4 3 3 2.27395 0.00559525 0.00266915 
5 3 3 2.27999 0.00613974 0.00255287 
6 3 3 2.2831 0.00421864 0.00143928 
7 3 3 2.28282 0.000913257 -0.000388657 
0 4 4 2.37506 0.0124027 -0.00850757 
1 4 4 2.34507 0.0131442 -0.0119472 
2 4 4 2.31841 0.00877475 -0.00837663 
3 4 4 2.30944 0.00270146 -0.00102514 
4 4 4 2.3158 -4.8095e-05 0.00324723 
5 4 4 2.32673 3.9157e-05 0.00324279 
6 4 4 2.33478 0.000969278 0.0014916 
7 4 4 2.33756 0.00252076 -0.00106856 
0 5 5 1.25065 0.00773723 -0.00306898 
1 5 5 1.26445 0.00787024 -0.00295783 
2 5 5 1.27605 0.00438408 -0.00139983 
3 5 5 1.28093 0.000495907 0.000156963 
4 5 5 1.28052 -0.00127459 0.000681022 
5 5 5 1.2785 -0.00125143 0.00038069 
6 5 5 1.27703 -0.000462306 -0.000102789 
7 5 5 1.2778 0.00199828 -0.000982505 
0 6 6 0.168528 0.000166179 -7.41344e-05 
1 6 6 0.171734 0.000211283 -5.62401e-05 
2 6 6 0.174538 0.000143459 -2.73027e-05 
3 6 6 0.17577 3.41958e-05 -5.00678e-06 
4 6 6 0.175614 -3.33717e-05 -4.28559e-06 
5 6 6 0.174905 -4.72678e-05 -1.89605e-05 
6 6 6 0.174308 -3.03323e-05 -2.21733e-05 
7 6 6 0.172803 -0.00104828 0.000270036 
0 7 7 0 0 0 
1 7 7 0 0 0 
2 7 7 0 0 0 
3 7 7 0 0 0 
4 7 7 0 0 0 
5 7 7 0 0 0 
6 7 7 0 0 0 
