0 0 0 0 0 0 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
0 1 1 0 0 0 
1 1 1 0 0 0 
2 1 1 0 0 0 
3 1 1 0 0 0 
4 1 1 0 0 0 
5 1 1 0 0 0 
6 1 1 0 0 0 
7 1 1 0 0 0 
0 2 2 0 0 0 
1 2 2 0 0 0 
2 2 2 0 0 0 
3 2 2 0 0 0 
4 2 2 0 0 0 
5 2 2 0 0 0 
6 2 2 0 0 0 
7 2 2 0 0 0 
0 3 3 0 0 0 
1 3 3 0 0 0 
2 3 3 0 0 0 
3 3 3 0 0 0 
4 3 3 0 0 0 
5 3 3 0 0 0 
6 3 3 0 0 0 
7 3 3 0 0 0 
0 4 4 0 0 0 
1 4 4 0 0 0 
2 4 4 0 0 0 
3 4 4 0 0 0 
4 4 4 0 0 0 
5 4 4 0 0 0 
6 4 4 0 0 0 
7 4 4 0 0 0 
0 5 5 0 0 0 
1 5 5 0 0 0 
2 5 5 0 0 0 
3 5 5 0 0 0 
4 5 5 0 0 0 
5 5 5 0 0 0 
6 5 5 0 0 0 
7 5 5 0 0 0 
0 6 6 0 0 0 
1 6 6 0 0 0 
2 6 6 0 0 0 
3 6 6 0 0 0 
4 6 6 0 0 0 
5 6 6 0 0 0 
6 6 6 0 0 0 
7 6 6 0 0 0 
0 7 7 0 0 0 
1 7 7 0 0 0 
2 7 7 0 0 0 
3 7 7 0 0 0 
4 7 7 0 0 0 
5 7 7 0 0 0 
6 7 7 0 0 0 
7 7 7 0 0 0 
0 0 0 0 0 0 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
0 1 1 0 0 0 
1 1 1 0 0 0 
2 1 1 0 0 0 
3 1 1 0 0 0 
4 1 1 0 0 0 
5 1 1 0 0 0 
6 1 1 0 0 0 
7 1 1 0 0 0 
0 2 2 0.100517 -0.000176032 -5.60541e-05 
1 2 2 0.102573 -7.09371e-05 -8.56445e-05 
2 2 2 0.103569 -1.92233e-05 -2.64632e-05 
3 2 2 0.103389 -4.8854e-05 6.62887e-05 
4 2 2 0.102724 -0.000440093 0.00113662 
5 2 2 0.0993305 0.000136438 -0.000939215 
6 2 2 0.102062 -8.76191e-05 5.959e-05 
7 2 2 0.10103 0.000397997 0.000688994 
0 3 3 0.441139 -0.000833847 -0.00130551 
1 3 3 0.449326 -0.000224536 -0.000921503 
2 3 3 0.452566 8.79454e-05 -0.000190068 
3 3 3 0.451319 0.000147265 0.000342315 
4 3 3 0.44937 0.000873114 0.00165974 
5 3 3 0.447323 -0.00197071 -0.000801246 
6 3 3 0.446012 -0.000494471 7.62872e-05 
7 3 3 0.460981 -0.000767249 -0.00141379 
0 4 4 0.45787 -0.000424352 -0.0017053 
1 4 4 0.466376 6.26536e-05 -0.00103084 
2 4 4 0.469789 0.000183825 -0.000164071 
3 4 4 0.468912 7.66504e-05 0.000311387 
4 4 4 0.466912 -0.000121362 0.000318994 
5 4 4 0.464666 -0.000972489 9.16466e-05 
6 4 4 0.463697 -0.000561458 -9.16141e-05 
7 4 4 0.47841 -9.15149e-05 -0.00159899 
0 5 5 0.14245 -1.4736e-05 -0.000277665 
1 5 5 0.145379 7.62546e-05 -0.000154866 
2 5 5 0.146779 5.15842e-05 -2.87333e-05 
3 5 5 0.146713 -1.96292e-05 2.50989e-05 
4 5 5 0.146053 -0.000105888 5.78798e-07 
5 5 5 0.145355 -0.000182359 -5.58459e-05 
6 5 5 0.145009 -0.000132363 -6.17965e-05 
7 5 5 0.143913 -0.000274191 0.000294694 
0 6 6 0 0 0 
1 6 6 0 0 0 
2 6 6 0 0 0 
3 6 6 0 0 0 
4 6 6 0 0 0 
5 6 6 0 0 0 
6 6 6 0 0 0 
7 6 6 0 0 0 
0 7 7 0 0 0 
1 7 7 0 0 0 
2 7 7 0 0 0 
3 7 7 0 0 0 
4 7 7 0 0 0 
5 7 7 0 0 0 
6 7 7 0 0 0 
7 7 7 0 0 0 
0 0 0 0 0 0 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
0 1 1 0.107701 -0.000157625 -7.95417e-06 
1 1 1 0.109874 -9.96668e-05 -5.27282e-05 
2 1 1 0.110932 -3.39663e-05 -6.9322e-06 
3 1 1 0.11083 -1.41043e-05 7.63733e-05 
4 1 1 0.110314 -1.33322e-05 0.000103675 
5 1 1 0.109597 4.41869e-05 -4.969e-06 
6 1 1 0.109253 -1.4282e-05 4.84433e-05 
7 1 1 0.108163 0.00064399 0.00046893 
0 2 2 0.735259 -0.00338966 -0.00231853 
1 2 2 0.745967 -0.00178972 -0.00172169 
2 2 2 0.749691 4.6908e-05 -0.000314195 
3 2 2 0.747324 0.000734504 0.000919424 
4 2 2 0.744409 0.000656888 0.00186701 
5 2 2 0.740376 0.000387615 3.65122e-05 
6 2 2 0.738721 -0.000230227 0.000350748 
7 2 2 0.759179 -0.00161428 -0.001033 
0 3 3 1.15439 -0.00345881 -0.00819995 
1 3 3 1.1627 -0.00188275 -0.00541112 
2 3 3 1.16664 0.000525037 -0.000842819 
3 3 3 1.16521 0.00177652 0.00209559 
4 3 3 1.16356 0.00157544 0.00287068 
5 3 3 1.16081 0.000164121 0.00108384 
6 3 3 1.1579 -0.000580157 0.000145529 
7 3 3 1.1688 -0.00133069 -0.00190125 
0 4 4 1.17605 0.0023595 -0.00951006 
1 4 4 1.1846 0.00181233 -0.00597035 
2 4 4 1.18907 0.00105332 -0.000694801 
3 4 4 1.18896 0.000571879 0.00222215 
4 4 4 1.18728 0.00021901 0.00235053 
5 4 4 1.18556 -0.000672327 0.000930859 
6 4 4 1.18466 -0.000589396 -0.000341031 
7 4 4 1.19417 0.00010011 -0.00258393 
0 5 5 0.774602 0.00307829 -0.00408161 
1 5 5 0.786278 0.00209826 -0.00220721 
2 5 5 0.791101 0.000586735 -9.44562e-05 
3 5 5 0.790311 -0.000376755 0.000824649 
4 5 5 0.787714 -0.000702988 0.000621893 
5 5 5 0.785647 -0.000679553 -2.09115e-05 
6 5 5 0.785006 -0.000379932 -0.000482142 
7 5 5 0.804603 0.00109845 -0.00188623 
0 6 6 0.158964 0.000190067 -0.000236872 
1 6 6 0.162268 0.000168077 -0.000118332 
2 6 6 0.163855 5.848e-05 -1.9416e-05 
3 6 6 0.163799 -3.5944e-05 8.29424e-06 
4 6 6 0.163054 -7.89333e-05 -2.31747e-05 
5 6 6 0.16235 -8.27879e-05 -6.63032e-05 
6 6 6 0.162017 -5.25816e-05 -7.26069e-05 
7 6 6 0.160837 -0.000357633 0.00011641 
0 7 7 0 0 0 
1 7 7 0 0 0 
2 7 7 0 0 0 
3 7 7 0 0 0 
4 7 7 0 0 0 
5 7 7 0 0 0 
6 7 7 0 0 0 
7 7 7 0 0 0 
0 0 0 0 0 0 
1 0 0 0 0 0 
2 0 0 0 0 0 
3 0 0 0 0 0 
4 0 0 0 0 0 
5 0 0 0 0 0 
6 0 0 0 0 0 
7 0 0 0 0 0 
0 1 1 0.379912 -0.00107792 -0.000104343 
1 1 1 0.386746 -0.000727417 -0.000144984 
2 1 1 0.389415 -0.000133436 -1.46064e-05 
3 1 1 0.388421 0.000227297 0.000157401 
4 1 1 0.386141 0.000299714 0.000189812 
5 1 1 0.384124 0.000231653 6.19528e-05 
6 1 1 0.383184 7.77342e-05 4.54835e-05 
7 1 1 0.395291 -0.00131585 -0.000238576 
0 2 2 1.12216 -0.00752665 -0.00222695 
1 2 2 1.13002 -0.00485697 -0.00160417 
2 2 2 1.13325 -0.00014501 -0.000326424 
3 2 2 1.13101 0.00260436 0.000669806 
4 2 2 1.12681 0.0028039 0.000985002 
5 2 2 1.12317 0.00184539 0.000507034 
6 2 2 1.12125 0.000489979 0.000260713 
7 2 2 1.13175 -0.00191565 -0.000446777 
0 3 3 2.04676 -0.0067414 -0.00866974 
1 3 3 2.02433 -0.00536501 -0.00634354 
2 3 3 2.01371 0.000190497 -0.00144438 
3 3 3 2.01457 0.00448477 0.00194798 
4 3 3 2.01979 0.00535846 0.00268139 
5 3 3 2.02367 0.00392255 0.00140333 
6 3 3 2.02426 0.00179774 0.000272009 
7 3 3 2.0122 -0.000392037 -0.00108719 
0 4 4 2.08716 0.0118045 -0.00995705 
1 4 4 2.06364 0.0079641 -0.0070821 
2 4 4 2.05299 0.00283954 -0.0013308 
3 4 4 2.05631 0.000313334 0.0023372 
4 4 4 2.06543 0.000359581 0.00270281 
5 4 4 2.07308 0.00100685 0.00130712 
6 4 4 2.07632 0.00161236 -0.000211997 
7 4 4 2.06493 0.00243722 -0.00171954 
0 5 5 1.19533 0.0100445 -0.00354981 
1 5 5 1.20418 0.00639225 -0.0021425 
2 5 5 1.20923 0.00135974 -0.000183599 
3 5 5 1.21025 -0.00130019 0.000811764 
