data_0,data_1,data_2,Points_0,Points_1,Points_2
-0.012207,-0.0366211,0.0195312,0.0132131,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0132637,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0133144,0,0.02565
-0.012207,-0.0366211,0.0195312,0.013365,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0134156,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0134663,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0135169,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0135675,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0136181,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0136688,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0137194,0,0.02565
-0.012207,-0.0366211,0.0195312,0.01377,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0138206,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0138712,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0139219,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0139725,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0140231,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0140738,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0141244,0,0.02565
-0.012207,-0.0366211,0.0195312,0.014175,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0142256,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0142763,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0143269,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0143775,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0144281,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0144787,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0145294,0,0.02565
-0.012207,-0.0366211,0.0195312,0.01458,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0146306,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0146812,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0147319,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0147825,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0148331,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0148838,0,0.02565
-0.012207,-0.0366211,0.0195312,0.0149344,0,0.02565
-0.012207,-0.0366211,0.0195312,0.014985,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0150356,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0150863,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0151369,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0151875,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0152381,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0152887,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0153394,0,0.02565
-0.0134277,0.00292969,0.0166016,0.01539,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0154406,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0154912,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0155419,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0155925,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0156431,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0156938,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0157444,0,0.02565
-0.0134277,0.00292969,0.0166016,0.015795,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0158456,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0158962,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0159469,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0159975,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0160481,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0160988,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0161494,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0162,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0162506,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0163013,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0163519,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0164025,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0164531,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0165037,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0165544,0,0.02565
-0.0134277,0.00292969,0.0166016,0.016605,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0166556,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0167063,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0167569,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0168075,0,0.02565
-0.0134277,0.00292969,0.0166016,0.0168581,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0169087,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0169594,0,0.02565
-0.00976562,0.0493164,0.00878906,0.01701,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0170606,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0171112,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0171619,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0172125,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0172631,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0173138,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0173644,0,0.02565
-0.00976562,0.0493164,0.00878906,0.017415,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0174656,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0175162,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0175669,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0176175,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0176681,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0177188,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0177694,0,0.02565
-0.00976562,0.0493164,0.00878906,0.01782,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0178706,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0179213,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0179719,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0180225,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0180731,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0181237,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0181744,0,0.02565
-0.00976562,0.0493164,0.00878906,0.018225,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0182756,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0183263,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0183769,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0184275,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0184781,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0185288,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0185794,0,0.02565
-0.00976562,0.0493164,0.00878906,0.01863,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0186806,0,0.02565
-0.00976562,0.0493164,0.00878906,0.0187312,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0187819,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0188325,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0188831,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0189338,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0189844,0,0.02565
-0.0124512,0.0947266,0.00439453,0.019035,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0190856,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0191363,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0191869,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0192375,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0192881,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0193387,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0193894,0,0.02565
-0.0124512,0.0947266,0.00439453,0.01944,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0194906,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0195413,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0195919,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0196425,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0196931,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0197437,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0197944,0,0.02565
-0.0124512,0.0947266,0.00439453,0.019845,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0198956,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0199462,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0199969,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0200475,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0200981,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0201488,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0201994,0,0.02565
-0.0124512,0.0947266,0.00439453,0.02025,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0203006,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0203512,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0204019,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0204525,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0205031,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0205538,0,0.02565
-0.0124512,0.0947266,0.00439453,0.0206044,0,0.02565
-0.0117188,0.121338,-0.00732422,0.020655,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0207056,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0207563,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0208069,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0208575,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0209081,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0209587,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0210094,0,0.02565
-0.0117188,0.121338,-0.00732422,0.02106,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0211106,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0211613,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0212119,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0212625,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0213131,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0213638,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0214144,0,0.02565
-0.0117188,0.121338,-0.00732422,0.021465,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0215156,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0215662,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0216169,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0216675,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0217181,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0217688,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0218194,0,0.02565
-0.0117188,0.121338,-0.00732422,0.02187,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0219206,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0219712,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0220219,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0220725,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0221231,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0221737,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0222244,0,0.02565
-0.0117188,0.121338,-0.00732422,0.022275,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0223256,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0223763,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0224269,0,0.02565
-0.0117188,0.121338,-0.00732422,0.0224775,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0225281,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0225787,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0226294,0,0.02565
-0.00512695,0.131348,-0.00463867,0.02268,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0227306,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0227812,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0228319,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0228825,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0229331,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0229838,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0230344,0,0.02565
-0.00512695,0.131348,-0.00463867,0.023085,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0231356,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0231862,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0232369,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0232875,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0233381,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0233888,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0234394,0,0.02565
-0.00512695,0.131348,-0.00463867,0.02349,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0235406,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0235913,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0236419,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0236925,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0237431,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0237937,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0238444,0,0.02565
-0.00512695,0.131348,-0.00463867,0.023895,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0239456,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0239963,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0240469,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0240975,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0241481,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0241988,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0242494,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0243,0,0.02565
-0.00512695,0.131348,-0.00463867,0.0243506,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0244012,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0244519,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0245025,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0245531,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0246038,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0246544,0,0.02565
-0.00512695,0.131836,-0.00512695,0.024705,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0247556,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0248062,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0248569,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0249075,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0249581,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0250087,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0250594,0,0.02565
-0.00512695,0.131836,-0.00512695,0.02511,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0251606,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0252113,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0252619,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0253125,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0253631,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0254137,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0254644,0,0.02565
-0.00512695,0.131836,-0.00512695,0.025515,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0255656,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0256163,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0256669,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0257175,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0257681,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0258188,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0258694,0,0.02565
-0.00512695,0.131836,-0.00512695,0.02592,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0259706,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0260212,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0260719,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0261225,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0261731,0,0.02565
-0.00512695,0.131836,-0.00512695,0.0262238,0,0.02565
-0.00292969,0.111572,0.000732422,0.0262744,0,0.02565
-0.00292969,0.111572,0.000732422,0.026325,0,0.02565
-0.00292969,0.111572,0.000732422,0.0263756,0,0.02565
-0.00292969,0.111572,0.000732422,0.0264263,0,0.02565
-0.00292969,0.111572,0.000732422,0.0264769,0,0.02565
-0.00292969,0.111572,0.000732422,0.0265275,0,0.02565
-0.00292969,0.111572,0.000732422,0.0265781,0,0.02565
-0.00292969,0.111572,0.000732422,0.0266287,0,0.02565
-0.00292969,0.111572,0.000732422,0.0266794,0,0.02565
-0.00292969,0.111572,0.000732422,0.02673,0,0.02565
-0.00292969,0.111572,0.000732422,0.0267806,0,0.02565
-0.00292969,0.111572,0.000732422,0.0268313,0,0.02565
-0.00292969,0.111572,0.000732422,0.0268819,0,0.02565
-0.00292969,0.111572,0.000732422,0.0269325,0,0.02565
-0.00292969,0.111572,0.000732422,0.0269831,0,0.02565
-0.00292969,0.111572,0.000732422,0.0270337,0,0.02565
-0.00292969,0.111572,0.000732422,0.0270844,0,0.02565
-0.00292969,0.111572,0.000732422,0.027135,0,0.02565
-0.00292969,0.111572,0.000732422,0.0271856,0,0.02565
-0.00292969,0.111572,0.000732422,0.0272362,0,0.02565
-0.00292969,0.111572,0.000732422,0.0272869,0,0.02565
-0.00292969,0.111572,0.000732422,0.0273375,0,0.02565
-0.00292969,0.111572,0.000732422,0.0273881,0,0.02565
-0.00292969,0.111572,0.000732422,0.0274388,0,0.02565
